,path,transcription,action,object,location,Content_Parsed_1,Content_Parsed_2,Content_Parsed_3,Content_Parsed_4
9922,wavs/speakers/G3QxQd7qGRuXAZda/1fdf2370-45e7-11e9-b578-494a5b19ab8b.wav,Turn up the bathroom temperature,increase,heat,washroom,turn up the bathroom temperature,turn up the bathroom temperature,turn up the bathroom temperature,turn up the bathroom temperature
9923,wavs/speakers/WYmlNV2rDkSaALOE/07c3a370-4438-11e9-beaa-1f3e1eab7bff.wav,Kitchen heat down,decrease,heat,kitchen,kitchen heat down,kitchen heat down,kitchen heat down,kitchen heat down
9924,wavs/speakers/d3erpmyk9yFlVyrZ/3d9b1190-460e-11e9-bc65-55b32b211b66.wav,Bathroom heat up,increase,heat,washroom,bathroom heat up,bathroom heat up,bathroom heat up,bathroom heat up
9925,wavs/speakers/xwpvGaaWl5c3G5N3/5c5c2900-4598-11e9-bf4b-216bfa333ac2.wav,Lights on in the kitchen,activate,lights,kitchen,lights on in the kitchen,lights on in the kitchen,lights on in the kitchen,light on in the kitchen
9926,wavs/speakers/R3mXwwoaX9IoRVKe/db3a59e0-4552-11e9-aa52-bf2189a03a60.wav,Switch languages,change language,none,none,switch languages,switch languages,switch languages,switch languages
9927,wavs/speakers/d2waAp3pEjiWgrDEY/506d2560-4519-11e9-9035-7943ec3b842a.wav,Turn on the lights in the bedroom,activate,lights,bedroom,turn on the lights in the bedroom,turn on the lights in the bedroom,turn on the lights in the bedroom,turn on the light in the bedroom
9928,wavs/speakers/RjDBre8jzzhdr4YL/bf19e540-4418-11e9-85a0-dd11eb2f13b6.wav,Switch the kitchen lights on,activate,lights,kitchen,switch the kitchen lights on,switch the kitchen lights on,switch the kitchen lights on,switch the kitchen light on
9929,wavs/speakers/anvKyBjB5OiP5dYZ/42f9ccd0-4578-11e9-9600-8f19ade2128c.wav,I need to practice my Chinese. Switch the language,change language,Chinese,none,i need to practice my chinese. switch the language,i need to practice my chinese switch the language,i need to practice my chinese switch the language,i need to practice my chinese switch the language
9930,wavs/speakers/Z7BXPnplxGUjZdmBZ/13e7bad0-44f9-11e9-a1ea-79ca03012c0e.wav,I need to practice my English. Switch the language,change language,English,none,i need to practice my english. switch the language,i need to practice my english switch the language,i need to practice my english switch the language,i need to practice my english switch the language
9931,wavs/speakers/EExgNZ9dvgTE3928/129808a0-4612-11e9-bc65-55b32b211b66.wav,Turn off the lights,deactivate,lights,none,turn off the lights,turn off the lights,turn off the lights,turn off the light
9932,wavs/speakers/73bEEYMKLwtmVwV43/79fa26c0-452e-11e9-b1e4-e5985dca719e.wav,Pause music,deactivate,music,none,pause music,pause music,pause music,pause music
9933,wavs/speakers/NWAAAQQZDXC5b9Mk/fff29070-4450-11e9-beaa-1f3e1eab7bff.wav,Set my device to Chinese,change language,Chinese,none,set my device to chinese,set my device to chinese,set my device to chinese,set my device to chinese
9934,wavs/speakers/DMApMRmGq5hjkyvX/283debf0-45d8-11e9-81ce-69b74fd7e64e.wav,Volume lower,decrease,volume,none,volume lower,volume lower,volume lower,volume lower
9935,wavs/speakers/kxgXN97ALmHbaezp/3b799440-4465-11e9-beaa-1f3e1eab7bff.wav,Kitchen heat up,increase,heat,kitchen,kitchen heat up,kitchen heat up,kitchen heat up,kitchen heat up
9936,wavs/speakers/X4vEl3glp9urv4GN/5343e4e0-4541-11e9-b1e4-e5985dca719e.wav,Turn the bedroom lights on,activate,lights,bedroom,turn the bedroom lights on,turn the bedroom lights on,turn the bedroom lights on,turn the bedroom light on
9937,wavs/speakers/5BEzPgPKe8taG9OB/5e8d4a90-457c-11e9-9600-8f19ade2128c.wav,Too quiet,increase,volume,none,too quiet,too quiet,too quiet,too quiet
9938,wavs/speakers/BvyakyrDmQfWEABb/eec92380-4609-11e9-bc65-55b32b211b66.wav,Turn down the heat in the kitchen,decrease,heat,kitchen,turn down the heat in the kitchen,turn down the heat in the kitchen,turn down the heat in the kitchen,turn down the heat in the kitchen
9939,wavs/speakers/n5XllaB4gZFwZXkBz/6bb8d160-45f1-11e9-aa19-e96346c3828f.wav,Fetch my shoes,bring,shoes,none,fetch my shoes,fetch my shoes,fetch my shoes,fetch my shoe
9940,wavs/speakers/AvR9dePW88IynbaE/3223a3d0-451f-11e9-a843-8db76f4b5e29.wav,Resume,activate,music,none,resume,resume,resume,resume
9941,wavs/speakers/jgxq52DoPpsR9ZRx/e892e230-4519-11e9-9035-7943ec3b842a.wav,Turn on the lamp,activate,lamp,none,turn on the lamp,turn on the lamp,turn on the lamp,turn on the lamp
9942,wavs/speakers/AY5e3mMgZkIyG3Ox/efdd69e0-446d-11e9-beaa-1f3e1eab7bff.wav,Turn down the bedroom heat,decrease,heat,bedroom,turn down the bedroom heat,turn down the bedroom heat,turn down the bedroom heat,turn down the bedroom heat
9943,wavs/speakers/73bEEYMKLwtmVwV43/1129dd10-452a-11e9-a843-8db76f4b5e29.wav,Decrease the heating in the bedroom,decrease,heat,bedroom,decrease the heating in the bedroom,decrease the heating in the bedroom,decrease the heating in the bedroom,decrease the heat in the bedroom
9944,wavs/speakers/Gym5dABePPHA8mZK9/9bbd5e50-45ef-11e9-aa19-e96346c3828f.wav,Stop music,deactivate,music,none,stop music,stop music,stop music,stop music
9945,wavs/speakers/W4XOzzNEbrtZz4dW/e7927e40-44ce-11e9-a8b6-e96f2628bf65.wav,Switch off the lamp,deactivate,lamp,none,switch off the lamp,switch off the lamp,switch off the lamp,switch off the lamp
9946,wavs/speakers/kNnmb7MdArswxLYw/8c097820-45ec-11e9-aa19-e96346c3828f.wav,Turn down the heat,decrease,heat,none,turn down the heat,turn down the heat,turn down the heat,turn down the heat
9947,wavs/speakers/anvKyBjB5OiP5dYZ/86dfe410-4579-11e9-9600-8f19ade2128c.wav,Switch on the lights in the bedroom,activate,lights,bedroom,switch on the lights in the bedroom,switch on the lights in the bedroom,switch on the lights in the bedroom,switch on the light in the bedroom
9948,wavs/speakers/EExgNZ9dvgTE3928/26bab010-4614-11e9-bc65-55b32b211b66.wav,Turn down the heat in the kitchen,decrease,heat,kitchen,turn down the heat in the kitchen,turn down the heat in the kitchen,turn down the heat in the kitchen,turn down the heat in the kitchen
9949,wavs/speakers/BvyakyrDmQfWEABb/465ed2e0-45fe-11e9-bc65-55b32b211b66.wav,Far too loud,decrease,volume,none,far too loud,far too loud,far too loud,far too loud
9950,wavs/speakers/oXjpaOq4wVUezb3x/e95f3e70-450f-11e9-9539-7f047cfe24d1.wav,Decrease the heating in the bathroom,decrease,heat,washroom,decrease the heating in the bathroom,decrease the heating in the bathroom,decrease the heating in the bathroom,decrease the heat in the bathroom
9951,wavs/speakers/zZezMeg5XvcbRdg3/5420a680-45d4-11e9-9992-dfba019cb646.wav,Switch the kitchen lights on,activate,lights,kitchen,switch the kitchen lights on,switch the kitchen lights on,switch the kitchen lights on,switch the kitchen light on
9952,wavs/speakers/BvyakyrDmQfWEABb/7fcab550-4606-11e9-bc65-55b32b211b66.wav,Go get me my socks,bring,socks,none,go get me my socks,go get me my socks,go get me my socks,go get me my sock
9953,wavs/speakers/oRrwPDNPlAieQr8Q/5959fb10-4520-11e9-a843-8db76f4b5e29.wav,"This video sound is too low, turn up the volume",increase,volume,none,"this video sound is too low, turn up the volume",this video sound is too low turn up the volume,this video sound is too low turn up the volume,this video sound be too low turn up the volume
9954,wavs/speakers/xPZw23VxroC3N34k/b2801d30-450e-11e9-9539-7f047cfe24d1.wav,Louder phone,increase,volume,none,louder phone,louder phone,louder phone,louder phone
9955,wavs/speakers/anvKyBjB5OiP5dYZ/522e1500-4576-11e9-9600-8f19ade2128c.wav,Switch on the bathroom lights,activate,lights,washroom,switch on the bathroom lights,switch on the bathroom lights,switch on the bathroom lights,switch on the bathroom light
9956,wavs/speakers/oXjpaOq4wVUezb3x/0bbc0180-450e-11e9-9539-7f047cfe24d1.wav,Turn the temperature up,increase,heat,none,turn the temperature up,turn the temperature up,turn the temperature up,turn the temperature up
9957,wavs/speakers/2ojo7YRL7Gck83Z3/f3bd99e0-45e4-11e9-b578-494a5b19ab8b.wav,Washroom heat down,decrease,heat,washroom,washroom heat down,washroom heat down,washroom heat down,washroom heat down
9958,wavs/speakers/xPZw23VxroC3N34k/2b549420-450f-11e9-9539-7f047cfe24d1.wav,Turn up the heat in the washroom,increase,heat,washroom,turn up the heat in the washroom,turn up the heat in the washroom,turn up the heat in the washroom,turn up the heat in the washroom
9959,wavs/speakers/WYmlNV2rDkSaALOE/91ec3550-4436-11e9-beaa-1f3e1eab7bff.wav,Turn the bedroom heat up,increase,heat,bedroom,turn the bedroom heat up,turn the bedroom heat up,turn the bedroom heat up,turn the bedroom heat up
9960,wavs/speakers/R3mexpM2YAtdPbL7/0bfa2ee0-4501-11e9-a1ea-79ca03012c0e.wav,Turn the washroom lights off,deactivate,lights,washroom,turn the washroom lights off,turn the washroom lights off,turn the washroom lights off,turn the washroom light off
9961,wavs/speakers/gNYvkbx3gof2Y3V9/62919f90-44de-11e9-a8b6-e96f2628bf65.wav,Make the music louder,increase,volume,none,make the music louder,make the music louder,make the music louder,make the music louder
9962,wavs/speakers/ppzZqYxGkESMdA5Az/153a05d0-4474-11e9-a9a5-5dbec3b8816a.wav,Volume up,increase,volume,none,volume up,volume up,volume up,volume up
9963,wavs/speakers/ObdQbr9wyDfbmW4E/703f30e0-4451-11e9-beaa-1f3e1eab7bff.wav,Bedroom lights off,deactivate,lights,bedroom,bedroom lights off,bedroom lights off,bedroom lights off,bedroom light off
9964,wavs/speakers/d2waAp3pEjiWgrDEY/ea6589e0-451a-11e9-9035-7943ec3b842a.wav,Turn the temperature in the bedroom down,decrease,heat,bedroom,turn the temperature in the bedroom down,turn the temperature in the bedroom down,turn the temperature in the bedroom down,turn the temperature in the bedroom down
9965,wavs/speakers/eLQ3mNg27GHLkDej/d8325690-453d-11e9-b1e4-e5985dca719e.wav,Make it cooler,decrease,heat,none,make it cooler,make it cooler,make it cooler,make it cooler
9966,wavs/speakers/R3mexpM2YAtdPbL7/cd9adff0-44fb-11e9-a1ea-79ca03012c0e.wav,Lights on in the kitchen,activate,lights,kitchen,lights on in the kitchen,lights on in the kitchen,lights on in the kitchen,light on in the kitchen
9967,wavs/speakers/G3QxQd7qGRuXAZda/4f6cc0c0-45e7-11e9-b578-494a5b19ab8b.wav,Turn down the heat in the kitchen,decrease,heat,kitchen,turn down the heat in the kitchen,turn down the heat in the kitchen,turn down the heat in the kitchen,turn down the heat in the kitchen
9968,wavs/speakers/xEYa2wgAQof3wyEO/ddcdb850-4539-11e9-b1e4-e5985dca719e.wav,Increase the temperature in the bathroom,increase,heat,washroom,increase the temperature in the bathroom,increase the temperature in the bathroom,increase the temperature in the bathroom,increase the temperature in the bathroom
9969,wavs/speakers/d2waAp3pEjiWgrDEY/552e8890-451a-11e9-9035-7943ec3b842a.wav,Increase the heating in the kitchen,increase,heat,kitchen,increase the heating in the kitchen,increase the heating in the kitchen,increase the heating in the kitchen,increase the heat in the kitchen
9970,wavs/speakers/anvKyBjB5OiP5dYZ/5933e9f0-4577-11e9-9600-8f19ade2128c.wav,Make it cooler,decrease,heat,none,make it cooler,make it cooler,make it cooler,make it cooler
9971,wavs/speakers/Gym5dABePPHA8mZK9/aa715d80-45ee-11e9-aa19-e96346c3828f.wav,Increase the volume,increase,volume,none,increase the volume,increase the volume,increase the volume,increase the volume
9972,wavs/speakers/anvKyBjB5OiP5dYZ/218a0930-4577-11e9-9600-8f19ade2128c.wav,Increase the temperature in the bedroom,increase,heat,bedroom,increase the temperature in the bedroom,increase the temperature in the bedroom,increase the temperature in the bedroom,increase the temperature in the bedroom
9973,wavs/speakers/Rq9EA8dEeZcEwada2/169bb100-45da-11e9-81ce-69b74fd7e64e.wav,Decrease the temperature in the washroom,decrease,heat,washroom,decrease the temperature in the washroom,decrease the temperature in the washroom,decrease the temperature in the washroom,decrease the temperature in the washroom
9974,wavs/speakers/R3mexpM2YAtdPbL7/d8ffa560-4500-11e9-a1ea-79ca03012c0e.wav,Language settings,change language,none,none,language settings,language settings,language settings,language settings
9975,wavs/speakers/BvyakyrDmQfWEABb/133f0390-45fd-11e9-bc65-55b32b211b66.wav,Switch off the lights,deactivate,lights,none,switch off the lights,switch off the lights,switch off the lights,switch off the light
9976,wavs/speakers/8e5qRjN7dGuovkRY/f4623690-459d-11e9-bf4b-216bfa333ac2.wav,Bedroom heat up,increase,heat,bedroom,bedroom heat up,bedroom heat up,bedroom heat up,bedroom heat up
9977,wavs/speakers/zZezMeg5XvcbRdg3/3566a120-45e0-11e9-81ce-69b74fd7e64e.wav,Fetch my socks,bring,socks,none,fetch my socks,fetch my socks,fetch my socks,fetch my sock
9978,wavs/speakers/ObdQbr9wyDfbmW4E/cfb97410-4454-11e9-beaa-1f3e1eab7bff.wav,Turn down the heat in the bathroom,decrease,heat,washroom,turn down the heat in the bathroom,turn down the heat in the bathroom,turn down the heat in the bathroom,turn down the heat in the bathroom
9979,wavs/speakers/zaEBPeMY4NUbDnZy/52f1cee0-44e1-11e9-bb82-bdba769643e7.wav,OK now switch the main language to English,change language,English,none,ok now switch the main language to english,ok now switch the main language to english,ok now switch the main language to english,ok now switch the main language to english
9980,wavs/speakers/WYmlNV2rDkSaALOE/2dfe3cf0-4436-11e9-beaa-1f3e1eab7bff.wav,Louder please,increase,volume,none,louder please,louder please,louder please,louder please
9981,wavs/speakers/ro5AaKwypZIqNEp2/e1eb2ee0-4480-11e9-a9a5-5dbec3b8816a.wav,Turn down the temperature in the kitchen,decrease,heat,kitchen,turn down the temperature in the kitchen,turn down the temperature in the kitchen,turn down the temperature in the kitchen,turn down the temperature in the kitchen
9982,wavs/speakers/2BqVo8kVB2Skwgyb/0a3129c0-4474-11e9-a9a5-5dbec3b8816a.wav,Change language,change language,none,none,change language,change language,change language,change language
9983,wavs/speakers/KLa5k73rZvSlv82X/8a2dec40-45ea-11e9-b578-494a5b19ab8b.wav,Turn down the heat in the bathroom,decrease,heat,washroom,turn down the heat in the bathroom,turn down the heat in the bathroom,turn down the heat in the bathroom,turn down the heat in the bathroom
9984,wavs/speakers/xEYa2wgAQof3wyEO/c06e37b0-4536-11e9-b1e4-e5985dca719e.wav,Turn the kitchen lights on,activate,lights,kitchen,turn the kitchen lights on,turn the kitchen lights on,turn the kitchen lights on,turn the kitchen light on
9985,wavs/speakers/d2waAp3pEjiWgrDEY/cfb9bac0-451b-11e9-9035-7943ec3b842a.wav,OK now switch the main language to English,change language,English,none,ok now switch the main language to english,ok now switch the main language to english,ok now switch the main language to english,ok now switch the main language to english
9986,wavs/speakers/DWmlpyg93YCXAXgE/12c4e4b0-4504-11e9-a1ea-79ca03012c0e.wav,Bedroom lights on,activate,lights,bedroom,bedroom lights on,bedroom lights on,bedroom lights on,bedroom light on
9987,wavs/speakers/d3erpmyk9yFlVyrZ/56fb5110-4611-11e9-bc65-55b32b211b66.wav,Bring me my socks,bring,socks,none,bring me my socks,bring me my socks,bring me my socks,bring me my sock
9988,wavs/speakers/qNY4Qwveojc8jlm4/2bcbbe90-44d0-11e9-a8b6-e96f2628bf65.wav,Turn the sound up,increase,volume,none,turn the sound up,turn the sound up,turn the sound up,turn the sound up
9989,wavs/speakers/8e5qRjN7dGuovkRY/2fe29360-45a1-11e9-bf4b-216bfa333ac2.wav,Decrease the heating in the kitchen,decrease,heat,kitchen,decrease the heating in the kitchen,decrease the heating in the kitchen,decrease the heating in the kitchen,decrease the heat in the kitchen
9990,wavs/speakers/ppzZqYxGkESMdA5Az/b3c14bd0-4476-11e9-a9a5-5dbec3b8816a.wav,Bring socks,bring,socks,none,bring socks,bring socks,bring socks,bring sock
9991,wavs/speakers/WYmlNV2rDkSaALOE/50605a60-4438-11e9-beaa-1f3e1eab7bff.wav,Fetch the newspaper,bring,newspaper,none,fetch the newspaper,fetch the newspaper,fetch the newspaper,fetch the newspaper
9992,wavs/speakers/qNY4Qwveojc8jlm4/2e3e4530-44d0-11e9-a8b6-e96f2628bf65.wav,"I need to hear this, increase the volume",increase,volume,none,"i need to hear this, increase the volume",i need to hear this increase the volume,i need to hear this increase the volume,i need to hear this increase the volume
9993,wavs/speakers/AvR9dePW88IynbaE/c8068010-4520-11e9-a843-8db76f4b5e29.wav,Turn up the temperature in the bedroom,increase,heat,bedroom,turn up the temperature in the bedroom,turn up the temperature in the bedroom,turn up the temperature in the bedroom,turn up the temperature in the bedroom
9994,wavs/speakers/R3mXwwoaX9IoRVKe/c42378b0-4550-11e9-aa52-bf2189a03a60.wav,Decrease sound levels,decrease,volume,none,decrease sound levels,decrease sound levels,decrease sound levels,decrease sound level
9995,wavs/speakers/xwpvGaaWl5c3G5N3/b8e5dd20-45b5-11e9-8ec0-7bf21d1cfe30.wav,Turn the temperature up in the washroom,increase,heat,washroom,turn the temperature up in the washroom,turn the temperature up in the washroom,turn the temperature up in the washroom,turn the temperature up in the washroom
9996,wavs/speakers/WYmlNV2rDkSaALOE/ef6af370-4435-11e9-beaa-1f3e1eab7bff.wav,Switch on the washroom lights,activate,lights,washroom,switch on the washroom lights,switch on the washroom lights,switch on the washroom lights,switch on the washroom light
9997,wavs/speakers/d3erpmyk9yFlVyrZ/c95d1d40-460e-11e9-bc65-55b32b211b66.wav,Turn the heat down in the washroom,decrease,heat,washroom,turn the heat down in the washroom,turn the heat down in the washroom,turn the heat down in the washroom,turn the heat down in the washroom
9998,wavs/speakers/AvR9dePW88IynbaE/549a2c40-4524-11e9-a843-8db76f4b5e29.wav,Bring me my shoes,bring,shoes,none,bring me my shoes,bring me my shoes,bring me my shoes,bring me my shoe
9999,wavs/speakers/DMApMRmGq5hjkyvX/5a7297f0-45d9-11e9-81ce-69b74fd7e64e.wav,Turn the kitchen temperature down,decrease,heat,kitchen,turn the kitchen temperature down,turn the kitchen temperature down,turn the kitchen temperature down,turn the kitchen temperature down
10000,wavs/speakers/xRQE5VD7rRHVdyvM/27e9ddb0-45c6-11e9-8ec0-7bf21d1cfe30.wav,Bathroom heat up,increase,heat,washroom,bathroom heat up,bathroom heat up,bathroom heat up,bathroom heat up
10001,wavs/speakers/AY5e3mMgZkIyG3Ox/911e4e70-446c-11e9-beaa-1f3e1eab7bff.wav,Turn the volume down,decrease,volume,none,turn the volume down,turn the volume down,turn the volume down,turn the volume down
10002,wavs/speakers/W4XOzzNEbrtZz4dW/df6475a0-44d0-11e9-a8b6-e96f2628bf65.wav,Bathroom heat down,decrease,heat,washroom,bathroom heat down,bathroom heat down,bathroom heat down,bathroom heat down
10003,wavs/speakers/BvyakyrDmQfWEABb/64fa04a0-45fd-11e9-bc65-55b32b211b66.wav,Start the music,activate,music,none,start the music,start the music,start the music,start the music
10004,wavs/speakers/qNY4Qwveojc8jlm4/80875570-44d0-11e9-a8b6-e96f2628bf65.wav,Turn the bedroom heat up,increase,heat,bedroom,turn the bedroom heat up,turn the bedroom heat up,turn the bedroom heat up,turn the bedroom heat up
10005,wavs/speakers/KLa5k73rZvSlv82X/ec625fb0-45e8-11e9-b578-494a5b19ab8b.wav,Lamp on,activate,lamp,none,lamp on,lamp on,lamp on,lamp on
10006,wavs/speakers/zaEBPeMY4NUbDnZy/86228060-44dd-11e9-a8b6-e96f2628bf65.wav,Turn the temperature up in the bathroom,increase,heat,washroom,turn the temperature up in the bathroom,turn the temperature up in the bathroom,turn the temperature up in the bathroom,turn the temperature up in the bathroom
10007,wavs/speakers/R3mXwwoaX9IoRVKe/be0c62d0-454a-11e9-aa52-bf2189a03a60.wav,Turn the temperature up in the bathroom,increase,heat,washroom,turn the temperature up in the bathroom,turn the temperature up in the bathroom,turn the temperature up in the bathroom,turn the temperature up in the bathroom
10008,wavs/speakers/X4vEl3glp9urv4GN/67544ec0-4541-11e9-b1e4-e5985dca719e.wav,Lights on in the washroom,activate,lights,washroom,lights on in the washroom,lights on in the washroom,lights on in the washroom,light on in the washroom
10009,wavs/speakers/xwzgmmv5ZOiVaxXz/b61b49b0-452c-11e9-b1e4-e5985dca719e.wav,Turn the volume up,increase,volume,none,turn the volume up,turn the volume up,turn the volume up,turn the volume up
10010,wavs/speakers/Rq9EA8dEeZcEwada2/340c3380-45db-11e9-81ce-69b74fd7e64e.wav,Turn the lamp on,activate,lamp,none,turn the lamp on,turn the lamp on,turn the lamp on,turn the lamp on
10011,wavs/speakers/qNY4Qwveojc8jlm4/6cf94250-44cd-11e9-a8b6-e96f2628bf65.wav,Switch off the lights,deactivate,lights,none,switch off the lights,switch off the lights,switch off the lights,switch off the light
10012,wavs/speakers/anvKyBjB5OiP5dYZ/341193b0-4578-11e9-9600-8f19ade2128c.wav,Set my phone's language to German,change language,German,none,set my phone's language to german,set my phone's language to german,set my phone language to german,set my phone language to german
10013,wavs/speakers/5BEzPgPKe8taG9OB/198d25e0-457d-11e9-9600-8f19ade2128c.wav,Turn down the bathroom temperature,decrease,heat,washroom,turn down the bathroom temperature,turn down the bathroom temperature,turn down the bathroom temperature,turn down the bathroom temperature
10014,wavs/speakers/8e5qRjN7dGuovkRY/716a6190-459d-11e9-bf4b-216bfa333ac2.wav,"I couldn't hear anything, turn up the volume",increase,volume,none,"i couldn't hear anything, turn up the volume",i couldn't hear anything turn up the volume,i couldn't hear anything turn up the volume,i couldn't hear anything turn up the volume
10015,wavs/speakers/xwpvGaaWl5c3G5N3/09c70380-45b7-11e9-8ec0-7bf21d1cfe30.wav,Turn on the lights,activate,lights,none,turn on the lights,turn on the lights,turn on the lights,turn on the light
10016,wavs/speakers/WYmlNV2rDkSaALOE/eb668230-4435-11e9-beaa-1f3e1eab7bff.wav,Turn on the washroom lights,activate,lights,washroom,turn on the washroom lights,turn on the washroom lights,turn on the washroom lights,turn on the washroom light
10017,wavs/speakers/qNY4Qwveojc8jlm4/4e395fa0-44d0-11e9-a8b6-e96f2628bf65.wav,Far too loud,decrease,volume,none,far too loud,far too loud,far too loud,far too loud
10018,wavs/speakers/Rq9EA8dEeZcEwada2/69499300-45d9-11e9-81ce-69b74fd7e64e.wav,Turn the bedroom heat up,increase,heat,bedroom,turn the bedroom heat up,turn the bedroom heat up,turn the bedroom heat up,turn the bedroom heat up
10019,wavs/speakers/kNnmb7MdArswxLYw/c7cde600-45f3-11e9-aa19-e96346c3828f.wav,Increase the temperature in the washroom,increase,heat,washroom,increase the temperature in the washroom,increase the temperature in the washroom,increase the temperature in the washroom,increase the temperature in the washroom
10020,wavs/speakers/8e5qRjN7dGuovkRY/e420ceb0-45a0-11e9-bf4b-216bfa333ac2.wav,Turn up the bedroom heat,increase,heat,bedroom,turn up the bedroom heat,turn up the bedroom heat,turn up the bedroom heat,turn up the bedroom heat
10021,wavs/speakers/xEYa2wgAQof3wyEO/8f9fbd50-4533-11e9-b1e4-e5985dca719e.wav,Turn up the bathroom temperature,increase,heat,washroom,turn up the bathroom temperature,turn up the bathroom temperature,turn up the bathroom temperature,turn up the bathroom temperature
10022,wavs/speakers/ppzZqYxGkESMdA5Az/fffdd0b0-4474-11e9-a9a5-5dbec3b8816a.wav,Volume max,increase,volume,none,volume max,volume max,volume max,volume max
10023,wavs/speakers/ObdQbr9wyDfbmW4E/2dfb1990-443f-11e9-beaa-1f3e1eab7bff.wav,Resume,activate,music,none,resume,resume,resume,resume
10024,wavs/speakers/WYmlNV2rDkSaALOE/262c3700-4438-11e9-beaa-1f3e1eab7bff.wav,Turn the heat down in the washroom,decrease,heat,washroom,turn the heat down in the washroom,turn the heat down in the washroom,turn the heat down in the washroom,turn the heat down in the washroom
10025,wavs/speakers/zaEBPeMY4NUbDnZy/356aecf0-44da-11e9-a8b6-e96f2628bf65.wav,Switch the lights off,deactivate,lights,none,switch the lights off,switch the lights off,switch the lights off,switch the light off
10026,wavs/speakers/Rq9EA8dEeZcEwada2/1d2398d0-45da-11e9-81ce-69b74fd7e64e.wav,Washroom heat down,decrease,heat,washroom,washroom heat down,washroom heat down,washroom heat down,washroom heat down
10027,wavs/speakers/d3erpmyk9yFlVyrZ/692c5b50-460b-11e9-bc65-55b32b211b66.wav,Switch on the bathroom lights,activate,lights,washroom,switch on the bathroom lights,switch on the bathroom lights,switch on the bathroom lights,switch on the bathroom light
10028,wavs/speakers/ppzZqYxGkESMdA5Az/9547d710-4470-11e9-a9a5-5dbec3b8816a.wav,"I couldn't hear anything, turn up the volume",increase,volume,none,"i couldn't hear anything, turn up the volume",i couldn't hear anything turn up the volume,i couldn't hear anything turn up the volume,i couldn't hear anything turn up the volume
10029,wavs/speakers/zaEBPeMY4NUbDnZy/44d6b550-44d7-11e9-a8b6-e96f2628bf65.wav,Use a different language,change language,none,none,use a different language,use a different language,use a different language,use a different language
10030,wavs/speakers/DMApMRmGq5hjkyvX/f0b79bf0-45db-11e9-81ce-69b74fd7e64e.wav,Kitchen heat down,decrease,heat,kitchen,kitchen heat down,kitchen heat down,kitchen heat down,kitchen heat down
10031,wavs/speakers/X4vEl3glp9urv4GN/04dcc9c0-4541-11e9-b1e4-e5985dca719e.wav,Make the music softer,decrease,volume,none,make the music softer,make the music softer,make the music softer,make the music softer
10032,wavs/speakers/anvKyBjB5OiP5dYZ/25857260-457a-11e9-9600-8f19ade2128c.wav,"It’s too loud, turn the volume down",decrease,volume,none,"it’s too loud, turn the volume down",it’s too loud turn the volume down,it’s too loud turn the volume down,it’s too loud turn the volume down
10033,wavs/speakers/ObdQbr9wyDfbmW4E/92eff570-4451-11e9-beaa-1f3e1eab7bff.wav,Increase the sound,increase,volume,none,increase the sound,increase the sound,increase the sound,increase the sound
10034,wavs/speakers/n5XllaB4gZFwZXkBz/b5f85b80-45f4-11e9-aa19-e96346c3828f.wav,Decrease the heating in the bathroom,decrease,heat,washroom,decrease the heating in the bathroom,decrease the heating in the bathroom,decrease the heating in the bathroom,decrease the heat in the bathroom
10035,wavs/speakers/oRrwPDNPlAieQr8Q/884c5180-451a-11e9-9035-7943ec3b842a.wav,Turn the heat up in the bathroom,increase,heat,washroom,turn the heat up in the bathroom,turn the heat up in the bathroom,turn the heat up in the bathroom,turn the heat up in the bathroom
10036,wavs/speakers/5BEzPgPKe8taG9OB/e9a3c210-457e-11e9-9600-8f19ade2128c.wav,Turn the temperature up in the bathroom,increase,heat,washroom,turn the temperature up in the bathroom,turn the temperature up in the bathroom,turn the temperature up in the bathroom,turn the temperature up in the bathroom
10037,wavs/speakers/gNYvkbx3gof2Y3V9/12bcc6d0-44e2-11e9-bb82-bdba769643e7.wav,Use a different language,change language,none,none,use a different language,use a different language,use a different language,use a different language
10038,wavs/speakers/9EWlVBQo9rtqRYdy/e23073f0-45ee-11e9-aa19-e96346c3828f.wav,Switch the kitchen lights on,activate,lights,kitchen,switch the kitchen lights on,switch the kitchen lights on,switch the kitchen lights on,switch the kitchen light on
10039,wavs/speakers/d3erpmyk9yFlVyrZ/67c88260-4607-11e9-bc65-55b32b211b66.wav,That's too quiet,increase,volume,none,that's too quiet,that's too quiet,that too quiet,that too quiet
10040,wavs/speakers/YbmvamEWQ8faDPx2/992c1e60-45ea-11e9-b578-494a5b19ab8b.wav,Far too quiet,increase,volume,none,far too quiet,far too quiet,far too quiet,far too quiet
10041,wavs/speakers/kxgXN97ALmHbaezp/5aefaac0-4466-11e9-beaa-1f3e1eab7bff.wav,Bring my shoes,bring,shoes,none,bring my shoes,bring my shoes,bring my shoes,bring my shoe
10042,wavs/speakers/xwpvGaaWl5c3G5N3/4b1064f0-45ba-11e9-8ec0-7bf21d1cfe30.wav,Fetch the newspaper,bring,newspaper,none,fetch the newspaper,fetch the newspaper,fetch the newspaper,fetch the newspaper
10043,wavs/speakers/Gym5dABePPHA8mZK9/925afef0-45f2-11e9-aa19-e96346c3828f.wav,Set my phone's language to Chinese,change language,Chinese,none,set my phone's language to chinese,set my phone's language to chinese,set my phone language to chinese,set my phone language to chinese
